plot,yr,plotnum,yr.plot,205,206,208,220,222,226,238,244,254,259,303,307,308,309,317,319,331,343,346,350,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,OrBis,ChBis,bison,cattle,YrsOB,BP5Yrs,YrsSLB,burn,spring,summer,fall,slope,northness,eastness,OM,pH,SolS,logP,logCa,logFe,logMg,logK,logNa,logB,logMn,logCu,logZn,logAl,PDSIavg,SodTemp,SPI1,SPI12,SPI24,rain1,rain2,rain3,rain4,rain5,rain6,rain7,rain8,rain9,rain10,rain11,rain12,temp1,temp2,temp3,temp4,temp5,temp6,temp7,temp8,temp9,temp10,temp11,temp12,sum.rain,win.rain,spr.rain,sum.temp,win.temp,spr.temp,rain.avg,temp.avg,rich1,rich2,rich3,rich4,rich5,A.cov,P.cov,S.cov,T.cov,A.p,P.p,S.p,T.p,ForbLeg.cov,Forb.cov,Gsum.cov,G3.cov,G4.cov,Leg.cov,Wood.cov,F.p,Gsum.p,G3.p,G4.p,L.p,W.p
343,2002,343.2002,2002.343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4.243835616,0,0,0,0,2,0.555113302,-0.831774743,4.62,6,23,0.903089987,3.305566314,2.426511261,2.561101384,2.238046103,1.414973348,-0.13076828,1.653212514,0.267171728,0.597695186,2.782472624,-0.938000003,73.4,-0.63,-1.89,0,0.2,0.63,0.73,5.2,4.61,0.94,0.54,0.72,1.68,2.41,0.81,0.94,37,38.9,44.5,59.4,64.1,73.9,84.2,82.3,69.8,59.3,52.6,40.3,0.97,1.09,21.11,77.55,47.3,51.725,1.6175,58.85833333,74,44.5,22.75,8.75,3.5,45,118,0,0,23,51,0,0,76,65,84,46,38,11,3,32,36,22,14,5,1
346,2002,346.2002,2002.346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,4,0.183561644,1,1,0,0,5,-0.525347639,0.850887689,6.19,6,24,0.903089987,3.472024698,2.214843848,2.645422269,2.28780173,1.51851394,-0.013228266,1,0.269512944,0.445604203,2.716837723,-0.938000003,73.4,-0.63,-1.89,0,0.2,0.63,0.73,5.2,4.61,0.94,0.54,0.72,1.68,2.41,0.81,0.94,37,38.9,44.5,59.4,64.1,73.9,84.2,82.3,69.8,59.3,52.6,40.3,0.97,1.09,21.11,77.55,47.3,51.725,1.6175,58.85833333,68,35.5,20.25,9.75,4.25,12,128,2,2,7,59,1,1,80,66,58,18,40,14,6,33,25,9,16,7,3
350,2002,350.2002,2002.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.460273973,2,1.208219178,0,0,0,0,2,0.066306858,0.997799279,5.48,6,25,1,3.405858399,2.389166084,2.63748973,2.133538908,1.851258349,-0.15490196,1.556302501,0.346352974,0.633468456,2.759667845,-0.938000003,73.4,-0.63,-1.89,0,0.2,0.63,0.73,5.2,4.61,0.94,0.54,0.72,1.68,2.41,0.81,0.94,37,38.9,44.5,59.4,64.1,73.9,84.2,82.3,69.8,59.3,52.6,40.3,0.97,1.09,21.11,77.55,47.3,51.725,1.6175,58.85833333,76,44.75,20,8.25,3.25,33,121,4,0,18,56,2,0,79,58,75,40,35,21,4,32,31,18,13,11,2
205,2003,205.2003,2003.205,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,9.652054795,0,5.369863014,0,0,0,0,3,-0.899879974,0.436137629,6.53,7,27,1.113943352,3.513617074,2.064457989,2.665580991,2.274157849,1.633468456,-0.075720714,1.755874856,0.382017043,0.56937391,2.731588765,0.129833329,70.2,0.63,0.01,-1.07,0.02,1.38,4.66,2.74,6.15,3.44,1.79,3.72,4.53,2.29,0.35,1.67,32.8,34.7,46.5,59.9,66.3,74.7,78.8,77.3,72.3,53.5,44.9,37.9,3.37,1.0825,22.0625,75.775,42.275,51.85,2.728333333,56.63333333,78,47,26.75,15.25,5.5,51,115,4,0,26,50,2,0,109,84,59,33,26,25,2,41,23,14,9,13,1
206,2003,206.2003,2003.206,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,7.073972603,2,0.232876712,1,1,0,0,1,0.771061029,0.636761251,5.5,6.7,25,1.041392685,3.47099817,2.068185862,2.550228353,2.31386722,1.544068044,-0.200659451,1.698970004,0.230448921,0.688419822,2.64738297,0.129833329,70.2,0.63,0.01,-1.07,0.02,1.38,4.66,2.74,6.15,3.44,1.79,3.72,4.53,2.29,0.35,1.67,32.8,34.7,46.5,59.9,66.3,74.7,78.8,77.3,72.3,53.5,44.9,37.9,3.37,1.0825,22.0625,75.775,42.275,51.85,2.728333333,56.63333333,85,50.5,24.25,10.75,3.75,46,132,4,0,25,58,2,0,110,75,66,35,31,35,6,38,28,17,11,17,2
208,2003,208.2003,2003.208,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,9.698630137,1,2.583561644,0,0,0,0,5,-0.083989475,0.996466642,5.93,7.3,29,1,3.611723308,2.017033339,2.698970004,2.318063335,2.374748346,0.071882007,1.812913357,0.36361198,0.447158031,2.683047038,0.129833329,70.2,0.63,0.01,-1.07,0.02,1.38,4.66,2.74,6.15,3.44,1.79,3.72,4.53,2.29,0.35,1.67,32.8,34.7,46.5,59.9,66.3,74.7,78.8,77.3,72.3,53.5,44.9,37.9,3.37,1.0825,22.0625,75.775,42.275,51.85,2.728333333,56.63333333,71,40.25,21,9.25,4.25,42,113,2,0,21,49,1,0,95,69,60,26,34,26,2,35,22,11,11,13,1
220,2003,220.2003,2003.22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,9.676712329,1,2.260273973,0,0,0,0,4,-0.999020813,-0.044242678,5.02,6.9,23,0.954242509,3.565139152,2.222716471,2.600972896,2.123851641,1.785329835,-0.148741651,1.653212514,0.336459734,0.367355921,2.717670503,0.129833329,70.2,0.63,0.01,-1.07,0.02,1.38,4.66,2.74,6.15,3.44,1.79,3.72,4.53,2.29,0.35,1.67,32.8,34.7,46.5,59.9,66.3,74.7,78.8,77.3,72.3,53.5,44.9,37.9,3.37,1.0825,22.0625,75.775,42.275,51.85,2.728333333,56.63333333,75,37.5,18.25,7.5,1.75,37,117,4,0,20,53,2,0,97,74,57,29,28,23,4,39,22,13,9,12,2
222,2003,222.2003,2003.222,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,7.073972603,1,3.547945205,0,0,0,0,2,-0.432177945,0.901788348,5.03,6.2,25,1.041392685,3.411788005,2.161368002,2.545307116,2.409933123,1.51851394,-0.102372909,1.662757832,0.298853076,0.572871602,2.749736316,0.129833329,70.2,0.63,0.01,-1.07,0.02,1.38,4.66,2.74,6.15,3.44,1.79,3.72,4.53,2.29,0.35,1.67,32.8,34.7,46.5,59.9,66.3,74.7,78.8,77.3,72.3,53.5,44.9,37.9,3.37,1.0825,22.0625,75.775,42.275,51.85,2.728333333,56.63333333,98,54.75,29.75,14.25,4,62,146,5,0,31,65,2,0,139,106,72,40,32,33,2,51,31,19,12,15,1
226,2003,226.2003,2003.226,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,7.301369863,1,3.547945205,0,0,0,0,4,-0.494898415,0.868950838,5.3,6,27,1.041392685,3.359076226,2.350248018,2.610660163,2.217483944,1.556302501,-0.102372909,1.491361694,0.255272505,0.705007959,2.752816431,0.129833329,70.2,0.63,0.01,-1.07,0.02,1.38,4.66,2.74,6.15,3.44,1.79,3.72,4.53,2.29,0.35,1.67,32.8,34.7,46.5,59.9,66.3,74.7,78.8,77.3,72.3,53.5,44.9,37.9,3.37,1.0825,22.0625,75.775,42.275,51.85,2.728333333,56.63333333,76,46,23,11.5,4.25,21,137,6,0,13,61,2,0,95,71,63,34,29,24,6,37,27,16,11,10,2
238,2003,238.2003,2003.238,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,4.312328767,3,1.208219178,0,0,0,0,5,-0.903692205,-0.428182669,3.62,6.2,27,1,3.331427297,2.290034611,2.399673721,2,1.462397998,-0.180456064,1.414973348,0.198657087,0.584331224,2.757396029,0.129833329,70.2,0.63,0.01,-1.07,0.02,1.38,4.66,2.74,6.15,3.44,1.79,3.72,4.53,2.29,0.35,1.67,32.8,34.7,46.5,59.9,66.3,74.7,78.8,77.3,72.3,53.5,44.9,37.9,3.37,1.0825,22.0625,75.775,42.275,51.85,2.728333333,56.63333333,98,62.5,33.75,15,4,76,121,2,0,40,57,1,0,127,110,70,41,29,17,2,54,33,21,12,10,1
244,2003,244.2003,2003.244,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,4.312328767,1,1.789041096,0,0,0,0,1,0.984381951,-0.176045946,3.54,6,28,1,3.295127085,2.23299611,2.5132176,2.292256071,1.579783597,-0.180456064,1.361727836,0.181843588,0.609594409,2.775974331,0.129833329,70.2,0.63,0.01,-1.07,0.02,1.38,4.66,2.74,6.15,3.44,1.79,3.72,4.53,2.29,0.35,1.67,32.8,34.7,46.5,59.9,66.3,74.7,78.8,77.3,72.3,53.5,44.9,37.9,3.37,1.0825,22.0625,75.775,42.275,51.85,2.728333333,56.63333333,91,53.75,26.75,11.5,4,58,130,2,0,31,59,1,0,112,91,76,41,35,21,2,47,33,20,13,10,1
254,2003,254.2003,2003.254,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,1.791780822,0,0,0,0,5,-0.866767091,0.498713154,4.72,7.1,29,1,3.547528576,2.365487985,2.526339277,2.285557309,1.591064607,0.012837225,1.806179974,0.403120521,0.532754379,2.644438589,0.129833329,70.2,0.63,0.01,-1.07,0.02,1.38,4.66,2.74,6.15,3.44,1.79,3.72,4.53,2.29,0.35,1.67,32.8,34.7,46.5,59.9,66.3,74.7,78.8,77.3,72.3,53.5,44.9,37.9,3.37,1.0825,22.0625,75.775,42.275,51.85,2.728333333,56.63333333,59,34.75,18.25,8.75,4.5,36,94,2,0,16,42,1,0,63,51,67,41,26,12,2,24,28,17,11,6,1
259,2003,259.2003,2003.259,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,4,0.216438356,1,1,0,0,2,-0.962605866,0.270905788,5.75,6.3,26,1.113943352,3.589391023,2.041392685,2.474216264,2.394451681,1.556302501,-0.13076828,1.908485019,0.324282455,0.519827994,2.802089258,0.129833329,70.2,0.63,0.01,-1.07,0.02,1.38,4.66,2.74,6.15,3.44,1.79,3.72,4.53,2.29,0.35,1.67,32.8,34.7,46.5,59.9,66.3,74.7,78.8,77.3,72.3,53.5,44.9,37.9,3.37,1.0825,22.0625,75.775,42.275,51.85,2.728333333,56.63333333,61,37.25,19.5,9.5,2.25,20,117,0,0,10,51,0,0,73,57,64,20,44,16,0,27,26,10,16,8,0
303,2003,303.2003,2003.303,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0.265753425,1,1,0,0,4,0.999843309,0.017701925,3.73,5.8,24,1.041392685,3.311541958,2.093421685,2.378397901,2.214843848,1.462397998,-0.187086643,1.643452676,0.209515015,0.580924976,2.79518459,0.129833329,70.2,0.63,0.01,-1.07,0.02,1.38,4.66,2.74,6.15,3.44,1.79,3.72,4.53,2.29,0.35,1.67,32.8,34.7,46.5,59.9,66.3,74.7,78.8,77.3,72.3,53.5,44.9,37.9,3.37,1.0825,22.0625,75.775,42.275,51.85,2.728333333,56.63333333,86,55.5,29.25,15.75,6,27,151,4,0,14,70,2,0,121,92,57,28,29,29,4,44,26,14,12,14,2
307,2003,307.2003,2003.307,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1.495890411,1,2.252054795,0,0,0,0,3,0.984381951,-0.176045946,3.37,5.9,27,1.041392685,3.256477206,2.369215857,2.53529412,2.025305865,1.707570176,-0.119186408,1.505149978,0.187520721,0.426511261,2.80140371,0.129833329,70.2,0.63,0.01,-1.07,0.02,1.38,4.66,2.74,6.15,3.44,1.79,3.72,4.53,2.29,0.35,1.67,32.8,34.7,46.5,59.9,66.3,74.7,78.8,77.3,72.3,53.5,44.9,37.9,3.37,1.0825,22.0625,75.775,42.275,51.85,2.728333333,56.63333333,86,56.25,30.25,14.5,5,65,123,0,0,31,55,0,0,99,81,89,44,45,18,0,40,37,21,16,9,0
308,2003,308.2003,2003.308,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,0.263013699,1,1,0,0,7,0.943984139,0.329990826,7.04,6.4,31,1.176091259,3.6198235,2.149219113,2.656098202,2.372912003,1.662757832,0.012837225,1.568201724,0.45331834,0.624282096,2.776701184,0.129833329,70.2,0.63,0.01,-1.07,0.02,1.38,4.66,2.74,6.15,3.44,1.79,3.72,4.53,2.29,0.35,1.67,32.8,34.7,46.5,59.9,66.3,74.7,78.8,77.3,72.3,53.5,44.9,37.9,3.37,1.0825,22.0625,75.775,42.275,51.85,2.728333333,56.63333333,58,37.75,17.75,9,3.25,18,118,4,0,9,48,1,0,96,73,40,15,25,23,4,33,15,7,8,9,1
309,2003,309.2003,2003.309,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,0.263013699,1,1,0,0,8,0.814180971,0.580611184,3.44,5.6,26,1.079181246,3.263399331,2.401400541,2.532754379,2.113943352,1.84509804,-0.173925197,1.230448921,0.217483944,0.40654018,2.906873535,0.129833329,70.2,0.63,0.01,-1.07,0.02,1.38,4.66,2.74,6.15,3.44,1.79,3.72,4.53,2.29,0.35,1.67,32.8,34.7,46.5,59.9,66.3,74.7,78.8,77.3,72.3,53.5,44.9,37.9,3.37,1.0825,22.0625,75.775,42.275,51.85,2.728333333,56.63333333,76,45.5,22,12.25,3.75,32,127,4,0,16,58,2,0,98,73,61,32,29,25,4,36,26,16,10,12,2
317,2003,317.2003,2003.317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1.504109589,1,2.260273973,0,0,0,0,5,0.787714512,-0.616040459,3.56,6.8,30,0.954242509,3.472610198,2.252853031,2.489958479,2.041392685,1.707570176,-0.022276395,1.633468456,0.257678575,0.285557309,2.764176132,0.129833329,70.2,0.63,0.01,-1.07,0.02,1.38,4.66,2.74,6.15,3.44,1.79,3.72,4.53,2.29,0.35,1.67,32.8,34.7,46.5,59.9,66.3,74.7,78.8,77.3,72.3,53.5,44.9,37.9,3.37,1.0825,22.0625,75.775,42.275,51.85,2.728333333,56.63333333,88,57.75,27.75,15,4.5,64,126,4,0,33,53,2,0,105,93,87,54,33,12,2,46,35,24,11,6,1
319,2003,319.2003,2003.319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1.232876712,0,0,0,0,1,-0.975629313,0.219425258,5.04,6.3,28,1.113943352,3.548389418,2.064457989,2.499687083,2.334453751,1.579783597,-0.119186408,1.681241237,0.336459734,0.50242712,2.705863712,0.129833329,70.2,0.63,0.01,-1.07,0.02,1.38,4.66,2.74,6.15,3.44,1.79,3.72,4.53,2.29,0.35,1.67,32.8,34.7,46.5,59.9,66.3,74.7,78.8,77.3,72.3,53.5,44.9,37.9,3.37,1.0825,22.0625,75.775,42.275,51.85,2.728333333,56.63333333,83,49.5,25.25,12.25,3.25,60,119,0,0,29,54,0,0,110,102,69,29,40,8,0,49,30,14,16,4,0
331,2003,331.2003,2003.331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,8.194520548,0,0,0,0,2,-0.022096619,-0.99975584,2,5.9,24,1.301029996,3.124178055,2.356025857,2.103803721,2.045322979,1.477121255,-0.327902142,1.556302501,0.071882007,0.829946696,2.705007959,0.129833329,70.2,0.63,0.01,-1.07,0.02,1.38,4.66,2.74,6.15,3.44,1.79,3.72,4.53,2.29,0.35,1.67,32.8,34.7,46.5,59.9,66.3,74.7,78.8,77.3,72.3,53.5,44.9,37.9,3.37,1.0825,22.0625,75.775,42.275,51.85,2.728333333,56.63333333,79,51.5,28.25,12.75,2.75,71,98,0,0,36,43,0,0,101,81,63,32,31,20,5,41,26,15,11,10,2
343,2003,343.2003,2003.343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5.246575342,0,0,0,0,2,0.555113302,-0.831774743,4.05,6,24,1.041392685,3.219322508,2.365487985,2.456366033,2.209515015,1.477121255,-0.173925197,1.579783597,0.217483944,0.600972896,2.740362689,0.129833329,70.2,0.63,0.01,-1.07,0.02,1.38,4.66,2.74,6.15,3.44,1.79,3.72,4.53,2.29,0.35,1.67,32.8,34.7,46.5,59.9,66.3,74.7,78.8,77.3,72.3,53.5,44.9,37.9,3.37,1.0825,22.0625,75.775,42.275,51.85,2.728333333,56.63333333,78,49,24.25,11.5,3,49,112,0,1,26,51,0,1,78,67,80,43,37,11,4,34,36,22,14,6,2
346,2003,346.2003,2003.346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,5,0.216438356,1,1,0,0,5,-0.525347639,0.850887689,5.31,6,29,1.041392685,3.408070286,2.238046103,2.575187845,2.336459734,1.633468456,-0.180456064,1.146128036,0.309630167,0.499687083,2.73479983,0.129833329,70.2,0.63,0.01,-1.07,0.02,1.38,4.66,2.74,6.15,3.44,1.79,3.72,4.53,2.29,0.35,1.67,32.8,34.7,46.5,59.9,66.3,74.7,78.8,77.3,72.3,53.5,44.9,37.9,3.37,1.0825,22.0625,75.775,42.275,51.85,2.728333333,56.63333333,69,38,19.75,7.5,3,13,132,4,2,7,59,2,1,83,64,62,19,43,19,6,29,27,10,17,10,3
350,2003,350.2003,2003.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1.479452055,1,2.22739726,0,0,0,0,2,0.066306858,0.997799279,4.5,5.9,25,1.041392685,3.373831145,2.330413773,2.574031268,2.071882007,1.913813852,-0.119186408,1.477121255,0.328379603,0.571708832,2.745074792,0.129833329,70.2,0.63,0.01,-1.07,0.02,1.38,4.66,2.74,6.15,3.44,1.79,3.72,4.53,2.29,0.35,1.67,32.8,34.7,46.5,59.9,66.3,74.7,78.8,77.3,72.3,53.5,44.9,37.9,3.37,1.0825,22.0625,75.775,42.275,51.85,2.728333333,56.63333333,82,52.5,27.5,13.75,4.5,52,119,4,0,26,54,2,0,99,79,72,39,33,20,4,39,31,19,12,10,2
205,2004,205.2004,2004.205,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,10.68219178,0,6.4,0,0,0,0,3,-0.899879974,0.436137629,6.15,6.8,30,0.903089987,3.682415862,2.120573931,2.828015064,2.338456494,1.770852012,0.033423755,1.763427994,0.677606953,0.494154594,2.781036939,0.682416675,73.1,-0.06,0.4,0.28,2.35,1.86,6.22,3.78,1.85,8.04,0.8,9.46,2.65,2.78,1.77,2.43,33.8,36.7,51.8,58.8,68.8,71.4,80.5,79.8,66,59.8,47.5,38.9,5.2375,2.3325,20.8125,74.425,45,54.025,3.665833333,57.81666667,72,42.25,24,11.5,5,42,118,4,0,20,50,2,0,109,81,53,26,27,28,2,39,20,12,8,12,1
206,2004,206.2004,2004.206,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,8.090410959,2,1.249315068,0,0,0,0,1,0.771061029,0.636761251,5.17,6.5,25,0.954242509,3.498861689,2.146128036,2.675778342,2.243038049,1.662757832,-0.050609993,1.662757832,0.574031268,0.607455023,2.704150517,0.682416675,73.1,-0.06,0.4,0.28,2.35,1.86,6.22,3.78,1.85,8.04,0.8,9.46,2.65,2.78,1.77,2.43,33.8,36.7,51.8,58.8,68.8,71.4,80.5,79.8,66,59.8,47.5,38.9,5.2375,2.3325,20.8125,74.425,45,54.025,3.665833333,57.81666667,88,53.5,26.75,12.75,5.5,53,139,5,0,28,58,2,0,118,80,74,38,36,38,5,39,29,18,11,18,2
208,2004,208.2004,2004.208,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,10.64657534,1,3.531506849,0,0,0,0,5,-0.083989475,0.996466642,5.73,7.5,36,0.903089987,3.689663965,2.029383778,2.7930916,2.320146286,2.372912003,0.155336037,1.812913357,0.691965103,0.340444115,2.629409599,0.682416675,73.1,-0.06,0.4,0.28,2.35,1.86,6.22,3.78,1.85,8.04,0.8,9.46,2.65,2.78,1.77,2.43,33.8,36.7,51.8,58.8,68.8,71.4,80.5,79.8,66,59.8,47.5,38.9,5.2375,2.3325,20.8125,74.425,45,54.025,3.665833333,57.81666667,73,43,22.25,11.5,4.75,46,120,2,0,24,48,1,0,104,79,62,32,30,25,2,40,20,12,8,12,1
220,2004,220.2004,2004.22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,10.67945205,2,0.273972603,1,1,0,0,4,-0.999020813,-0.044242678,5.62,7,28,0.903089987,3.558708571,2.23299611,2.683947131,2.146128036,1.477121255,-0.036212173,1.672097858,0.428134794,0.440909082,2.737987326,0.682416675,73.1,-0.06,0.4,0.28,2.35,1.86,6.22,3.78,1.85,8.04,0.8,9.46,2.65,2.78,1.77,2.43,33.8,36.7,51.8,58.8,68.8,71.4,80.5,79.8,66,59.8,47.5,38.9,5.2375,2.3325,20.8125,74.425,45,54.025,3.665833333,57.81666667,80,43.25,19.75,10.5,4.5,47,124,5,0,23,55,2,0,113,80,59,29,30,33,4,38,25,15,10,15,2
222,2004,222.2004,2004.222,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,8.054794521,1,4.528767123,0,0,0,0,2,-0.432177945,0.901788348,5.28,6.2,21,0.84509804,3.390228362,2.093421685,2.556302501,2.222716471,1.342422681,-0.207608311,1.568201724,0.445604203,0.450249108,2.767155866,0.682416675,73.1,-0.06,0.4,0.28,2.35,1.86,6.22,3.78,1.85,8.04,0.8,9.46,2.65,2.78,1.77,2.43,33.8,36.7,51.8,58.8,68.8,71.4,80.5,79.8,66,59.8,47.5,38.9,5.2375,2.3325,20.8125,74.425,45,54.025,3.665833333,57.81666667,98,61.5,31,14.25,5.75,64,145,4,0,32,64,2,0,130,98,79,42,37,32,4,48,33,20,13,15,2
226,2004,226.2004,2004.226,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,8.282191781,1,4.528767123,0,0,0,0,4,-0.494898415,0.868950838,5.78,6,25,0.954242509,3.393575203,2.350248018,2.689308859,2.096910013,1.531478917,-0.148741651,1.361727836,0.365487985,0.665580991,2.798650645,0.682416675,73.1,-0.06,0.4,0.28,2.35,1.86,6.22,3.78,1.85,8.04,0.8,9.46,2.65,2.78,1.77,2.43,33.8,36.7,51.8,58.8,68.8,71.4,80.5,79.8,66,59.8,47.5,38.9,5.2375,2.3325,20.8125,74.425,45,54.025,3.665833333,57.81666667,95,56,26.5,14.75,6.5,48,167,8,0,25,67,3,0,149,111,67,33,34,38,7,51,27,16,11,15,2
238,2004,238.2004,2004.238,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,5.317808219,2,2.21369863,0,0,0,0,5,-0.903692205,-0.428182669,4.12,6.1,24,0.84509804,3.339848783,2.257678575,2.409933123,2.004321374,1.414973348,-0.13076828,1.278753601,0.214843848,0.403120521,2.810904281,0.682416675,73.1,-0.06,0.4,0.28,2.35,1.86,6.22,3.78,1.85,8.04,0.8,9.46,2.65,2.78,1.77,2.43,33.8,36.7,51.8,58.8,68.8,71.4,80.5,79.8,66,59.8,47.5,38.9,5.2375,2.3325,20.8125,74.425,45,54.025,3.665833333,57.81666667,92,55.75,30.5,13,4.75,60,132,2,0,32,59,1,0,110,91,82,49,33,19,2,46,35,24,11,10,1
244,2004,244.2004,2004.244,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,5.317808219,1,2.794520548,0,0,0,0,1,0.984381951,-0.176045946,3.75,6.4,28,0.84509804,3.458486764,2.173186268,2.664641976,2.235528447,1.414973348,-0.187086643,1.204119983,0.252853031,0.309630167,2.85672889,0.682416675,73.1,-0.06,0.4,0.28,2.35,1.86,6.22,3.78,1.85,8.04,0.8,9.46,2.65,2.78,1.77,2.43,33.8,36.7,51.8,58.8,68.8,71.4,80.5,79.8,66,59.8,47.5,38.9,5.2375,2.3325,20.8125,74.425,45,54.025,3.665833333,57.81666667,96,53.75,23.75,8.75,3.25,77,128,2,0,38,57,1,0,131,106,74,39,35,25,2,51,32,19,13,12,1
254,2004,254.2004,2004.254,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2.797260274,0,0,0,0,5,-0.866767091,0.498713154,4.69,6.8,32,0.84509804,3.589837943,2.451786436,2.584331224,2.283301229,1.612783857,0.08278537,1.740362689,0.492760389,0.46686762,2.706717782,0.682416675,73.1,-0.06,0.4,0.28,2.35,1.86,6.22,3.78,1.85,8.04,0.8,9.46,2.65,2.78,1.77,2.43,33.8,36.7,51.8,58.8,68.8,71.4,80.5,79.8,66,59.8,47.5,38.9,5.2375,2.3325,20.8125,74.425,45,54.025,3.665833333,57.81666667,50,28.5,13.25,7.25,3.25,10,108,2,0,5,44,1,0,36,34,82,53,29,2,2,17,31,21,10,1,1
